TeamId,TeamName,SubmissionDate,Score
347686,hemanthappala,"2020-10-04 07:19:21",0.77272
347969,SimonChan,"2020-08-26 17:57:24",0.73444
351415,DaniloVunjak,"2020-09-14 03:29:13",0.77751
352550,JuanMartínez,"2020-07-29 15:33:47",0.76555
353342,z00mand,"2020-07-24 20:42:42",0.75598
355177,Jeiwan,"2020-08-04 11:39:18",0.77511
359097,K.I.,"2020-08-18 14:08:22",0.77272
363496,Mortrax,"2020-08-15 00:07:39",0.73923
364321,GeorgePachitariu,"2020-08-09 07:13:31",0.78468
364555,"Maximilian Eckenbach","2020-10-03 17:11:39",0.78229
365061,lastrei,"2020-08-03 10:25:07",0.75358
365600,Danilo,"2020-09-06 07:38:33",0.77511
367049,AlpGunsever,"2020-09-28 20:28:16",0.80382
369356,"Alveiro Garcia","2020-10-05 02:21:51",0.76315
370900,DreamFlasher,"2020-08-17 17:18:32",0.76555
371299,Leeds_BI_Test,"2020-09-30 22:05:03",0.77990
371754,SurfingChewie,"2020-09-01 15:22:41",0.77272
372437,orrymr,"2020-10-04 16:17:30",0.77751
372966,analyticsdojo,"2020-09-14 22:03:56",0.76555
373840,k-salt,"2020-08-14 20:37:11",0.78468
373960,"Adam 11","2020-08-06 13:17:49",0.78229
375501,Nannuukk,"2020-09-17 10:57:12",0.77272
376865,rjzhang17,"2020-09-30 19:16:09",0.78229
380392,"Llorenç Badiella","2020-09-14 14:32:24",0.77272
382104,SudhanshuTaparia,"2020-10-04 10:58:20",0.76555
388713,jsanjuan,"2020-08-17 03:37:40",0.76555
390298,"John Lawrence Aspden","2020-10-07 15:20:48",0.77511
391275,SubhamoyBhaduri,"2020-10-07 13:41:59",0.79186
398475,MiCi,"2020-08-17 21:51:24",0.78708
402259,Yoizumi,"2020-09-19 16:34:10",0.77751
403255,"Kostiantyn Isaienkov","2020-08-12 22:25:14",0.79425
404742,Daywalker,"2020-09-01 00:40:39",0.77751
405131,doradora09,"2020-08-26 02:17:20",0.77751
405713,"Gaurav Mishra 2","2020-08-04 06:42:46",0.78229
407176,"Mayank 9","2020-08-08 13:23:48",0.78708
412390,"Varun 8","2020-09-18 12:19:07",0.77990
412665,ltbyron,"2020-08-11 14:50:34",0.77511
423649,Yingyu,"2020-08-15 14:45:42",0.77990
426743,YashJoshi,"2020-08-11 07:42:51",0.72966
430827,"gary starling","2020-08-02 06:08:25",0.77511
435334,terrestrialEclipse,"2020-09-07 22:10:18",0.78229
438104,"Arthur Mello","2020-08-16 05:14:05",0.75837
440280,ManishBhat,"2020-08-04 14:38:26",0.77511
441042,TK4smd,"2020-09-13 05:49:55",0.78468
441625,"Andrew Stewart","2020-08-15 02:14:23",0.78947
446388,MinghaoLee,"2020-08-06 08:30:55",0.77511
446595,PeteAckley,"2020-08-15 19:18:39",0.73923
450998,"Sisir Patnaik","2020-08-06 13:52:46",0.77511
452467,Ernesto,"2020-09-21 03:57:20",0.76794
453223,potter,"2020-09-29 17:08:41",0.76555
458063,"Chanukya Patnaik","2020-09-24 18:28:36",0.76555
458793,"Luis Salom","2020-09-12 17:02:45",0.77751
459726,"Joseph Alfano","2020-10-05 15:55:43",0.77511
459730,JaneshParnami,"2020-09-18 06:10:48",0.77511
460994,"John Tardy","2020-09-29 01:30:15",0.73923
468191,"BIKUTA TEN","2020-09-16 15:18:44",0.77033
472513,UPG1,"2020-07-31 14:47:16",0.78947
475207,MMIZteam,"2020-08-30 17:42:39",0.76315
475240,"HIMANSHUGUPTA 2","2020-09-04 17:33:31",0.77272
475638,"Michel Bouchou","2020-09-20 22:20:52",0.86842
477526,"Priyanka 7","2020-07-28 10:06:25",0.77033
486002,VenkatTech,"2020-09-16 01:00:34",0.76794
487131,KunjeshParekh,"2020-09-22 06:47:25",0.75358
488194,"Jorge 5","2020-08-22 07:35:43",0.77033
494851,Navene,"2020-08-24 05:46:42",0.78229
496664,Jasmin,"2020-08-31 09:51:41",0.77511
504817,DonghunLee,"2020-08-10 06:58:36",0.77751
507221,TAKAGI,"2020-07-27 08:08:02",0.77511
507319,makarevich,"2020-08-16 19:24:50",0.75358
513814,"sagar 7","2020-09-16 21:26:55",0.78229
515681,"Tristan 3","2020-09-21 08:09:59",0.79186
523372,"Russell Martin","2020-07-29 19:46:52",0.77990
529897,"Pedro Fernandes 2","2020-08-08 16:37:19",0.77033
530373,Hamilton,"2020-08-10 21:49:27",0.77272
539074,MartinHalvorson,"2020-09-30 22:48:54",0.78947
542812,JLeskovic,"2020-08-14 12:12:34",0.77751
546786,심보준(BojunShim),"2020-09-16 13:33:08",0.77751
558583,OliviaHerself,"2020-08-13 13:13:17",0.77990
562524,"Tue Dahl","2020-07-24 07:24:51",0.78468
564230,raibosome,"2020-07-31 10:25:09",0.74880
568153,LoyD'Souza,"2020-08-23 18:28:59",0.76555
570586,sKaruna,"2020-07-27 18:26:41",0.76555
571408,drmoebius,"2020-09-24 20:20:24",0.77511
572561,CiaranL,"2020-09-30 15:38:25",0.77990
574011,timschutzyang,"2020-09-15 23:26:52",0.80382
580086,kenzout,"2020-08-06 18:19:12",0.82775
581286,PriyaGautam,"2020-08-23 04:54:13",0.76555
582255,AviRaj,"2020-10-02 06:48:07",0.77511
582462,BridgerPutnam,"2020-08-27 04:09:30",0.78947
583658,"Rajat Raj","2020-08-18 08:57:44",0.77751
589022,RicardoRocha,"2020-07-31 20:12:29",0.77272
590707,"Honza 2","2020-09-02 09:35:02",0.78229
592383,arellanomarke,"2020-08-17 09:22:28",0.78708
594990,"Aniket Mitra","2020-07-30 22:11:09",0.76555
597219,"Matheus Silva","2020-07-30 23:57:57",0.76555
605366,"Yaroslav 2","2020-08-10 17:17:14",0.77511
606594,karanpatel,"2020-08-23 17:00:43",0.77990
607387,PhilipMannering,"2020-08-05 17:43:52",0.78708
608431,jackhu,"2020-07-26 13:34:29",0.77272
608955,"Masaya Imura","2020-08-16 07:39:17",0.75358
614545,"M.J. Wu","2020-09-23 15:03:03",0.78229
615884,TanyaDalvi,"2020-08-19 09:50:46",0.76555
617359,salshi,"2020-08-02 00:11:10",0.77511
617477,fxc2016,"2020-08-31 00:17:21",0.76555
618279,Ceciliabd,"2020-09-01 14:58:15",0.76794
618728,"Marcello Aliverti","2020-08-12 14:10:22",0.76555
620867,impulsecorp,"2020-08-03 14:45:32",0.80622
622660,zchflyer,"2020-09-21 06:03:01",0.76794
627471,Pipeweed,"2020-08-12 06:22:35",0.77033
627975,wahaha,"2020-08-23 10:36:12",0.78468
631162,"Raqueeb Hassan","2020-07-28 06:13:31",0.82535
636733,"Murad Ali Baig","2020-08-14 13:17:24",0.77511
638852,Mado,"2020-07-28 18:15:35",0.77272
645219,dbowden,"2020-08-04 13:55:09",0.77511
646004,noe_rb,"2020-09-22 11:54:49",0.76076
652489,"Maurício M. Andrade","2020-10-04 13:57:04",0.78468
652705,GarethJones,"2020-07-30 16:41:11",0.76076
658000,"Richard 14","2020-08-25 06:08:53",0.77511
661590,JoãoBatista,"2020-09-26 17:34:01",0.76555
662270,JY.Kim,"2020-08-13 16:35:09",0.77751
662797,psych0,"2020-07-25 10:14:06",0.78947
663647,MarioMenezes,"2020-09-19 15:39:38",0.78468
664354,"abisheksrivastav 2","2020-09-19 09:12:08",0.81100
665628,"yong ki","2020-09-08 13:09:20",0.77511
665676,gaia_zimos,"2020-08-30 13:03:27",0.76076
667125,"Cameron Pfiffer","2020-08-24 21:51:11",0.78229
667511,rhee,"2020-08-22 10:01:09",0.76555
667649,"Blelal MC","2020-10-01 13:39:08",0.77511
673165,MarkBastian,"2020-08-13 23:57:25",0.77511
673560,"Dorian Bloy","2020-07-29 22:11:13",0.78468
679303,"Tomonari Kitahara","2020-09-08 07:12:34",0.78468
682064,"Xander M","2020-08-21 20:29:41",0.77511
682782,"Luca Negri","2020-08-05 15:42:28",0.76555
683467,"Murk Asad","2020-08-07 11:14:37",0.77751
684273,"Agnibesh Samanta","2020-08-08 15:08:14",0.77033
691850,"Ruslan Nostromo","2020-09-28 22:11:55",0.77751
694183,"Dewi Octavia","2020-08-27 05:58:26",0.78229
697736,brandog,"2020-08-07 16:51:01",0.77990
699705,QuwsarOhi,"2020-07-23 19:33:50",0.75119
700151,raviale,"2020-09-02 17:23:27",0.37799
700834,"Ece Özen","2020-09-09 12:02:20",0.77511
702316,andrewstevens,"2020-10-07 09:05:36",0.77511
702403,Citrahsagala,"2020-09-08 07:55:31",0.76076
702526,"Nischal Lal Shrestha","2020-08-24 05:05:47",0.74641
703317,"Naveen Kumar 5","2020-09-30 10:25:54",0.77511
708378,Feby2708,"2020-07-29 15:53:16",0.77511
719212,"Mayank Dhami","2020-09-04 12:31:36",0.76555
722863,Mahsa,"2020-08-05 21:56:42",0.87559
730073,"Stefan N","2020-08-15 15:36:53",0.77751
730269,"Wilder Ramirez","2020-10-03 18:04:46",0.75837
730781,"Eric Chow","2020-08-31 14:01:13",0.77511
732125,JulienPrusak,"2020-09-23 09:59:45",0.77511
733782,"Bryan Arnold","2020-09-25 10:14:18",1.00000
734602,Youkyoung,"2020-10-03 09:56:48",0.77511
740909,Gammath,"2020-07-26 02:28:08",0.76794
741866,gotoku,"2020-09-02 05:00:03",0.76794
741973,"Sanjit Singh Chouhan","2020-08-28 19:20:23",0.77033
743447,"Shinichi Mineo","2020-09-22 08:17:51",0.67464
744051,CognitoCon,"2020-08-04 08:58:10",0.77511
744882,farwalker,"2020-09-22 16:15:42",0.78229
750223,jedruch,"2020-09-16 10:59:03",0.77511
753307,TanmayThakur,"2020-09-12 14:34:13",0.68899
753331,water_boat,"2020-08-16 08:44:09",0.78229
753354,"Takumi 3","2020-09-11 09:29:12",0.76794
754595,"Ajay 8","2020-10-07 14:51:30",0.55023
758332,ZachJames,"2020-09-22 01:09:27",0.78947
761847,JamesDiu,"2020-09-26 06:54:28",0.78468
764781,Allenyzx,"2020-08-19 01:29:35",0.78708
765046,Dogan,"2020-09-13 16:05:01",0.77033
767407,LauraLaura,"2020-08-21 14:17:59",0.75358
769813,"Aleksandra Afanaseva","2020-09-26 18:46:48",0.77511
770614,"Joris 2","2020-07-31 22:54:58",0.77033
773483,3SSS,"2020-08-18 06:45:24",0.74401
773889,pratiquekain,"2020-09-06 19:23:29",0.78468
774207,"ShamikBose FSU","2020-09-10 12:19:21",0.77751
774845,AstroboyJ,"2020-09-07 02:51:35",0.77033
776041,"Only we","2020-08-20 10:00:39",0.79186
776634,currypurin,"2020-08-05 05:36:05",0.76555
779882,"Duy Long","2020-08-06 14:14:14",0.77511
782068,fea2fwa,"2020-08-10 01:44:31",0.66028
788975,"Sagarnil Das","2020-08-07 11:44:25",0.78947
790044,vbnshin,"2020-09-03 17:07:32",0.78229
790120,"John Breezi","2020-07-30 15:27:09",0.78708
790580,"Joyce Annie","2020-07-27 06:47:40",0.79186
790720,"Aditya 20","2020-08-24 19:14:08",0.77033
790728,lisen_zhang,"2020-09-14 03:09:34",0.77511
791949,"Gordon Belbin","2020-09-29 17:07:08",0.77511
794296,WangMH,"2020-09-18 14:43:16",0.78708
794557,Kragl,"2020-08-30 01:56:44",0.78229
798967,"kim dasom","2020-09-15 06:53:37",0.77511
800044,exKAZUu,"2020-09-23 22:23:12",0.75598
805312,Napat.B,"2020-08-05 17:32:57",0.76555
805470,JeffreyAng,"2020-09-18 06:45:57",0.77511
806120,simon2302,"2020-07-25 21:23:24",0.67942
807553,"Hattori 3","2020-08-16 08:22:12",0.77511
808097,Moghazy,"2020-07-31 07:38:31",0.77511
808234,"Matheus Cafalchio","2020-08-03 17:44:26",0.81578
810604,"Kapya Sakala","2020-09-13 17:18:10",0.77033
813480,"Jérôme E. Blanch∑t","2020-08-02 01:26:13",1.00000
814088,"Syam Mohan","2020-07-24 12:20:03",0.77511
815314,Hsnamed,"2020-09-15 07:37:23",0.77511
818080,"Aditya Vats","2020-07-26 17:02:09",0.78229
818478,"Shawn 16","2020-08-14 03:27:04",0.63636
818941,"Mehdi 6","2020-10-02 06:47:44",0.66267
819498,"Noah Flynn","2020-09-11 19:11:41",0.78229
820510,"Sweta Shetye","2020-09-16 20:09:37",0.77751
822252,scatteredflo,"2020-07-30 09:03:40",0.77033
825524,Predict0r,"2020-07-28 04:55:37",0.77511
825953,Shiro,"2020-10-03 06:09:42",0.66267
826665,knikou,"2020-08-17 09:05:56",0.77511
826713,"Ian Lim","2020-09-22 08:20:40",0.78708
827731,"Nick 29","2020-07-28 23:09:17",0.77511
830376,Yuva,"2020-08-24 01:27:24",1.00000
830609,"Kimberly Alamsyah","2020-09-16 08:14:29",0.75119
831729,"Dương Bảo","2020-07-27 17:31:37",0.68181
831738,wobudong,"2020-09-17 18:17:24",0.78708
833110,rohitmehta22,"2020-08-19 11:47:03",0.99521
833366,"matt 84","2020-08-02 15:10:22",0.77990
833374,sebastian.h,"2020-08-22 17:58:44",0.77511
833727,Dijin,"2020-08-31 11:30:39",0.77272
834239,DouJiang,"2020-08-28 16:46:38",0.77990
835168,venkat97,"2020-07-26 16:28:43",0.75837
836654,DanielChiappori,"2020-08-30 01:10:49",0.77033
840397,demo,"2020-09-23 12:32:35",0.78468
840863,boke168,"2020-07-25 15:03:45",0.78708
843358,"Tong 1.0","2020-07-31 01:03:14",0.78947
845071,"Kristie Hunter","2020-09-23 18:44:46",0.76076
846025,rishavbhurtel,"2020-08-11 13:14:32",0.77272
849861,SUSREE64,"2020-10-05 15:23:30",0.76794
850193,yellowgreen,"2020-09-19 02:09:58",0.79904
850509,wonder2025,"2020-08-17 01:32:41",0.81818
851744,"R.K. Nielsen","2020-07-24 08:34:57",0.77033
860950,LeeYee,"2020-08-01 07:37:00",0.76794
863816,"J Sahlmann","2020-08-24 12:11:28",0.77511
864253,"Wei Xie","2020-08-06 14:06:37",0.78229
864537,kjcha7,"2020-08-07 08:22:44",0.77272
864657,"Alan Choon","2020-09-20 02:51:46",0.78708
866510,GomathyShankar,"2020-08-27 05:42:48",0.77272
868090,MyeongJinLim,"2020-09-16 03:48:37",0.77990
868316,"Yudi Umar","2020-08-24 05:18:35",0.78468
868656,parkbk,"2020-10-05 06:15:50",0.76555
870442,"Sai Dinesh","2020-08-26 18:52:12",0.77511
871097,FountainHead,"2020-08-11 12:32:56",0.76315
877896,Amalraj,"2020-09-06 08:13:43",0.70813
878388,Diganto,"2020-08-10 20:30:41",0.78229
882525,alhimik,"2020-07-31 12:28:18",0.78468
887434,"Zhihua Liu","2020-09-23 13:50:01",0.77511
889772,"Gustavo Souto","2020-10-07 20:04:31",0.74880
892502,"Shefali Srivastava","2020-08-21 17:35:31",0.79186
892525,andyprk,"2020-07-25 16:41:55",0.77033
901029,"Alessandro B","2020-09-07 19:01:14",0.77990
901120,theta,"2020-10-05 09:04:46",0.66507
901473,JoséAugustoNeto,"2020-09-03 11:28:49",0.77511
903586,HungDo,"2020-09-14 06:02:42",0.00000
908466,gga01,"2020-08-27 07:58:33",0.77272
912028,Ballistik,"2020-09-15 17:56:38",0.78229
922861,Johnpac,"2020-09-13 22:09:06",0.78947
923499,KaranSingh,"2020-08-11 08:09:53",0.79665
925046,"Mike Fan","2020-07-30 18:03:55",0.78229
927905,ShashankPrakash,"2020-08-26 15:39:24",0.76555
931222,richardfarr,"2020-09-27 01:07:55",0.73684
932234,VipulGaur,"2020-08-09 04:27:15",0.76555
936192,mnmclam,"2020-07-28 11:28:45",0.78708
936678,pokekarat,"2020-09-04 02:42:32",0.77751
938756,"vishu bandari","2020-08-16 10:24:12",0.76315
939626,"James Truty","2020-10-01 15:02:50",0.77511
941310,"Ian 254","2020-09-16 16:15:14",0.78468
941312,"Karamiko Alexander Krishna","2020-09-23 20:55:28",0.77511
943308,"Alexandros Georgousis","2020-07-24 09:57:21",0.77033
946696,georgii1995,"2020-08-31 12:41:42",0.75837
946890,"Raja David","2020-09-24 12:30:13",0.77990
948824,"Yujian He","2020-08-02 14:29:19",0.81100
949650,qqzzyydd,"2020-08-11 11:38:09",0.77511
952654,joxemi,"2020-09-24 07:50:59",0.82057
952948,PaoloFraccaro,"2020-09-23 08:54:08",0.76076
953429,"shoko yoshin","2020-10-06 14:32:49",0.76555
957275,bgdnsc,"2020-08-26 05:47:56",0.77511
957289,znarkin,"2020-08-09 05:39:55",0.77511
957763,pranesh916,"2020-08-20 09:45:39",0.73684
958917,LuísGustavoModellideAndrade,"2020-08-16 11:14:00",0.77990
960533,"VINICIUS COELHO","2020-09-21 18:31:38",0.76555
967917,markotte,"2020-08-25 17:00:28",0.77511
968748,smiley,"2020-09-24 13:26:43",0.77511
971048,"Sindhu Rao","2020-08-18 01:47:01",0.79425
973600,seaaann,"2020-08-02 01:26:20",0.79425
975378,"Dmitry Shiltsov","2020-10-07 16:46:26",0.77272
975746,"Hugo Matalonga","2020-07-24 15:48:42",0.78229
976537,Micc,"2020-09-30 04:02:00",0.76794
977130,"Radovan Kavicky","2020-09-19 08:14:20",0.95215
979573,Yurinchi,"2020-09-15 22:46:36",0.81339
982510,DaviRolim,"2020-10-07 20:24:10",0.76315
993082,itpro,"2020-08-18 09:56:00",0.77990
997707,SedkiBoubakri,"2020-07-28 14:06:02",0.79425
1005309,vienmoir,"2020-08-07 11:25:09",0.79425
1010547,sridhar4u,"2020-08-15 17:00:48",0.77751
1019247,shashank3110,"2020-09-18 11:38:18",0.76555
1020593,Stephan_Hodel,"2020-09-08 11:48:01",0.77511
1020808,"Evan Jung","2020-08-10 08:01:33",0.78229
1021506,athivvat,"2020-09-06 08:06:41",0.77751
1022096,bwboerman,"2020-09-17 14:13:35",0.72966
1023245,YuZhong,"2020-09-29 02:19:10",0.77511
1025385,"Kris Jackson","2020-09-28 14:29:56",0.77511
1028630,fulgerica,"2020-09-24 07:11:34",0.79904
1032928,"Adhithya KR","2020-09-05 16:16:11",0.77511
1040041,"Christian Wirths ","2020-09-29 17:06:56",0.77511
1041684,RickBai,"2020-09-16 16:41:08",0.75598
1042715,SeongHoon,"2020-08-21 01:22:52",0.78708
1042717,"Mingi Sung","2020-09-27 01:43:47",0.78229
1052766,Scriptable,"2020-09-11 09:26:53",0.76555
1054686,chrisnielsen,"2020-08-10 20:32:01",0.76555
1055844,ZagarsurenSukhbaatar,"2020-09-24 15:36:23",0.79186
1062802,hiragayusuke,"2020-09-18 13:23:19",0.76794
1064923,"Jie Ren","2020-08-05 02:45:36",0.76555
1070370,TylerSilber,"2020-08-13 15:01:38",0.76794
1070434,rajshukla4696,"2020-08-15 13:33:08",0.78468
1070896,sebastiencallebaut,"2020-08-21 13:03:56",0.80143
1071545,"USF BSDS 100","2020-09-14 01:23:23",0.77511
1071685,MagdielDelgadillo,"2020-09-23 05:04:11",0.78947
1071697,"Zachariah Mustafa","2020-08-25 09:32:18",0.77511
1074724,Y.S.,"2020-08-22 01:59:02",0.80382
1077285,"David AZRIA","2020-10-01 07:18:26",0.76315
1078620,mmaeda1968,"2020-09-22 14:15:28",0.77272
1078832,sachinumrao,"2020-09-16 20:40:47",0.77990
1085019,ravileo,"2020-08-21 06:50:14",0.78468
1092813,"Francis Toupin","2020-10-06 16:32:24",0.76555
1094461,KulbhushanPachauri,"2020-09-17 15:01:13",0.78708
1095395,"Pak Shing Ho","2020-09-22 20:42:23",0.92105
1096971,"Gabriel Mutua","2020-08-06 20:28:32",0.77511
1099665,"Liang Yuyi","2020-08-15 16:37:25",0.74401
1100771,"Sean Miranda","2020-07-28 17:47:28",0.77511
1101777,rodriguesms,"2020-09-28 19:10:20",0.79186
1107575,jinsandalw,"2020-10-05 06:48:02",0.66028
1110109,"Dinesh Deva","2020-09-13 14:57:05",0.77511
1116886,madmelnick,"2020-09-05 05:51:16",0.78708
1117242,"dying survival","2020-07-26 03:24:16",0.80382
1118433,Alderick,"2020-07-24 00:03:45",0.76555
1119264,"Sami Sinisalmi","2020-08-04 12:36:38",0.76555
1123851,"Ren Co","2020-08-05 18:48:21",0.77751
1126429,"Vinu Priyesh","2020-09-03 19:43:26",0.72966
1127858,"Andrew Neville","2020-08-07 01:12:57",0.80622
1128317,"Ho John Lee","2020-08-08 03:10:15",0.77990
1129671,"Navoneel Chakrabarty","2020-08-27 13:35:36",0.76555
1132529,"Patrick Robertson","2020-09-08 09:16:17",0.77511
1133868,!TRUE,"2020-08-20 17:47:36",0.76076
1134964,"DEBJIT GHOSH","2020-09-04 11:19:13",0.78708
1139347,"Ziad Abu","2020-08-25 02:41:18",0.73205
1146859,Muneyuki,"2020-09-02 15:41:31",0.76555
1150502,anuragkaushish,"2020-08-23 18:50:41",0.76794
1151074,Aphrem,"2020-08-13 06:48:08",0.76794
1162396,"Olusanya A","2020-07-25 20:55:36",0.77751
1163671,"UNITAU DS Team","2020-08-08 19:51:54",0.62200
1169712,akiva,"2020-09-17 18:24:33",0.77511
1171997,"Jacques Zang","2020-09-27 20:23:55",0.78229
1179251,kitohe,"2020-08-25 18:24:40",0.78468
1179578,rahul66,"2020-07-27 02:54:44",0.77511
1181026,"Shivam Samaiya","2020-08-07 09:41:14",0.75598
1185306,"Chris Outside","2020-08-19 15:21:57",0.74880
1185327,shaw2595,"2020-07-30 02:28:24",0.77990
1185378,"Everest Law","2020-08-15 06:17:24",0.78468
1187710,Snehalata,"2020-09-10 15:08:26",0.78468
1188489,yulatu2koteu,"2020-08-08 07:35:40",0.77751
1194099,Kuat,"2020-09-28 11:13:31",0.77511
1194394,nsuniln1,"2020-08-21 10:05:22",0.76555
1201921,"Blair Kirkpatrick","2020-08-15 21:07:26",0.77511
1202246,"Amit Maurya","2020-08-21 07:08:58",0.76794
1202970,Israaalnabrisi,"2020-07-27 10:22:59",0.77751
1218443,AlfonsoArias,"2020-08-12 08:28:13",0.78229
1222395,wasina,"2020-08-17 15:05:58",0.65071
1225204,"Takashi Nagata","2020-09-13 20:49:26",0.76076
1228659,FakeHalo,"2020-09-28 16:40:40",0.78229
1228805,Samn,"2020-07-29 07:46:40",0.78708
1228951,Selamis,"2020-08-11 23:00:09",0.74401
1235858,"Vatsal Gupta","2020-08-31 10:56:59",0.77511
1237652,"Modhu Mohidul","2020-08-07 22:48:14",0.78468
1243576,cerebro,"2020-08-02 12:44:58",0.76555
1246761,"Saiteja Pasula","2020-08-10 09:19:56",0.78229
1248640,"Anthony Cho","2020-09-11 14:15:11",0.75119
1250113,"Amy Forest","2020-08-09 18:53:57",0.77511
1250652,rjuliano,"2020-09-01 14:51:57",0.62200
1255064,"Mar Campillos","2020-09-26 11:55:25",0.77751
1256463,zhangf,"2020-10-06 01:30:40",0.77511
1259092,"Albert Kenji","2020-07-30 16:04:15",0.76315
1269080,sandipsantra90,"2020-07-27 15:37:17",0.75837
1275903,"Jaime Avendano","2020-09-09 22:39:11",0.75119
1280906,"Reoto Wakabayashi","2020-10-02 20:59:55",0.77990
1286663,"Simon Schmid","2020-08-27 16:44:54",0.77033
1286725,punio,"2020-07-31 14:25:57",0.67703
1289196,"Hiroaki Matsuura","2020-08-25 12:32:19",0.66746
1289318,vvnzhang,"2020-09-22 09:16:13",0.77511
1289714,warrior2005,"2020-09-12 05:17:58",0.77272
1292208,LAONBAI,"2020-09-21 01:11:28",0.77511
1294232,"Shubham Hegade","2020-08-31 08:52:03",0.77511
1295910,"Mauricio Mani","2020-08-22 18:41:51",0.77990
1303335,venciso,"2020-09-02 12:39:03",0.78947
1303475,"Balaji Nataraj","2020-09-26 04:09:57",0.78229
1305007,rasel,"2020-08-16 14:39:34",0.77033
1305558,jiawei887,"2020-08-11 04:13:32",0.75598
1305639,youchoose,"2020-08-15 01:47:50",0.77990
1305708,"Raunaq Koppikar","2020-08-30 15:45:48",0.77511
1305832,TravisMattson,"2020-08-29 20:42:58",0.76555
1307944,lina2006,"2020-09-01 02:05:20",0.78947
1310854,shravanraikar,"2020-07-30 12:40:05",0.00000
1311809,"Roman Borisov","2020-09-12 18:59:57",0.77272
1312519,ytamura,"2020-08-19 15:09:45",0.77272
1313773,"Elaine Sene ","2020-08-20 23:25:01",0.75837
1313933,hiropon7,"2020-07-30 03:16:50",0.77033
